ENTITY_NAME,ENTITY_STATE,ENTITY_FIP_CODE,ENTITY_TYPE,MODULE_SEX_AGE,HC01_VC03,MALE_FEMALE_CDP,HC02_VC03,HC03_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC01_VC05,HC02_VC05,HC03_VC05,AGE_DISTRIBUTION_CDP,HC01_VC08,HC02_VC08,HC03_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC01_VC11,HC02_VC11,HC03_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC01_VC20,HC02_VC20,HC03_VC20,HC01_VC23,HC02_VC23,HC03_VC23,HC01_VC26,HC02_VC26,HC03_VC26,HC01_VC27,HC02_VC27,HC03_VC27,HC01_VC28,HC02_VC28,HC03_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC01_VC32,HC02_VC32,HC03_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC01_VC37,HC02_VC37,HC03_VC37,HC01_VC38,HC02_VC38,HC03_VC38,HC01_VC39,HC02_VC39,HC03_VC39,MODULE_RACE,HC01_VC43,HC02_VC43,HC03_VC43,HC01_VC44,HC02_VC44,HC03_VC44,RACE_DISTRIBUTION_CDP,HC01_VC45,HC02_VC45,HC03_VC45,HC01_VC48,HC02_VC48,HC03_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC01_VC65,HC02_VC65,HC03_VC65,HC01_VC66,HC02_VC66,HC03_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC01_VC69,HC02_VC69,HC03_VC69,HC01_VC70,HC02_VC70,HC03_VC70,HC01_VC71,HC02_VC71,HC03_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC01_VC77,HC02_VC77,HC03_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC01_VC80,HC02_VC80,HC03_VC80,HC01_VC81,HC02_VC81,HC03_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC01_VC83,HC02_VC83,HC03_VC83,MODULE_HISPANIC,HC01_VC87,HC02_VC87,HC03_VC87,HISPANIC_CDP,HC01_VC88,HC02_VC88,HC03_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC01_VC99,HC02_VC99,HC03_VC99,HC01_VC100,HC02_VC100,HC03_VC100,HC01_VC101,HC02_VC101,HC03_VC101,HC01_VC102,HC02_VC102,HC03_VC102,HC01_VC104,HC02_VC104,HC03_VC104
Glendale city,California,630000,City,Sex and Age,194450,Male vs Female Percent,191816,*,47.7,48.3,,52.3,51.7,,Age Distribution,5.5,4.5,*,4.9,5,,5.2,5.8,,5.5,6.1,,6.2,6.7,,14.2,13.7,,14.8,14.5,,14,16.2,*,7.1,7.1,,6.4,5.3,*,7.9,7.8,,5.4,5.3,,2.7,2.1,*,40.8,40.8,,81,80.9,,77.9,77.2,,19.9,18.2,*,16.1,15.3,,157555,155140,*,47.3,47.6,,52.7,52.4,,31271,29265,*,42.1,43.5,,57.9,56.5,,Race,194450,191816,*,96.8,97.5,*,Race Distribution,3.2,2.5,*,96.8,97.5,*,73.9,73.9,,1.5,1.7,,0.3,0.1,*,N,(X),,N,(X),,N,(X),,N,(X),,16.9,16.8,,0.9,(X),,1.8,(X),,6.9,(X),,0.8,(X),,5.1,(X),,0.4,(X),,0.9,(X),,0.1,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,4.2,4.8,,3.2,2.5,*,0.3,0.2,,0.4,0.1,*,1.4,0.9,*,0.1,0,,194450,191816,*,76.5,75.9,,2,2.2,,0.9,0.5,*,18.7,18.3,,0.2,0.4,,5,5.3,,Hispanic or Latino,194450,191816,*,Hispanic or Latino,17.3,16.2,,10.1,9,,0.4,0.5,,0.9,0.9,,6,5.8,,82.7,83.8,,62.1,63.4,,1.2,1.7,,0.2,0.1,*,16.6,16.7,,0.1,0.2,,0.1,0.2,*,2.4,1.6,*,0.3,0.1,*,2.1,1.5,*,74562,74812,
Glendora city,California,630014,City,Sex and Age,50762,Male vs Female Percent,49981,*,49.4,48,,50.6,52,,Age Distribution,3.7,6.3,*,6.6,7.2,,6.6,6.2,,7.5,8.5,,7.8,8,,11,10,,11.9,12.9,,16.2,16.2,,8.3,6.6,*,5.7,5.1,,7.4,7.1,,4.6,4,,2.5,2,,40.3,38.5,,77.8,74.8,*,74.3,69.2,*,17.7,15.9,*,14.4,13.1,*,39502,37381,*,47.8,47,,52.2,53,,7332,6536,*,40.4,41.7,,59.6,58.3,,Race,50762,49981,*,96.2,96.8,,Race Distribution,3.8,3.2,,96.2,96.8,,75,79.2,*,3,1.8,*,0.3,1.4,*,N,(X),,N,(X),,N,(X),,N,(X),,7.9,7.1,,0.5,(X),,2.6,(X),,2.8,(X),,0.4,(X),,0.2,(X),,0.7,(X),,0.7,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,9.9,7.3,,3.8,3.2,,1,0.2,*,0.4,0.5,,1,1.2,,0.1,0,,50762,49981,*,78.1,82.1,*,4.3,2.4,*,1.2,2.1,,9.7,8.5,,N,0.2,,10.5,8.3,,Hispanic or Latino,50762,49981,*,Hispanic or Latino,32,29.6,,25.2,23.3,,1,0.4,,0.5,0.4,,5.3,5.4,,68,70.4,,54.7,59.4,*,2.8,1.5,*,0.2,0.3,,7.7,6.8,,0,0,,0.4,0.2,,2.2,2.3,,0,0.2,,2.2,2.1,,17272,17100,
Goleta city,California,630378,City,Sex and Age,30267,Male vs Female Percent,29663,*,49.2,49.1,,50.8,50.9,,Age Distribution,5.2,8.4,*,5.7,5,,5.3,6.4,,11.9,6.3,*,9.4,7.7,,13,13.2,,11.1,14.2,*,13,16.2,*,7.1,5.5,,3.8,3.8,,6.9,6.1,,4.7,4.4,,2.8,2.8,,34.6,37,*,79.2,76.4,*,70.4,72.4,,16.4,15.3,,14.4,13.3,,23963,22655,*,49.9,47.4,,50.1,52.6,,4373,3944,,43,37.9,,57,62.1,,Race,30267,29663,*,93.6,93.7,,Race Distribution,6.4,6.3,,93.6,93.7,,67.8,75.1,*,0.8,1.5,*,0.5,0.5,,N,(X),,N,(X),,N,(X),,N,(X),,9.1,8.7,,1.8,(X),,2.8,(X),,2,(X),,0.7,(X),,0.7,(X),,0.6,(X),,0.6,(X),,0.1,0,,N,(X),,N,(X),,N,(X),,N,(X),,15.5,7.9,*,6.4,6.3,,0.4,0.3,,0.7,1.7,,1.6,2.2,,0,0,,30267,29663,*,72.6,80.9,*,1.4,2.4,,3,2.3,,11.8,11.4,,0.7,N,,18.1,9.5,*,Hispanic or Latino,30267,29663,*,Hispanic or Latino,37.8,31.5,*,31.5,27.9,,0.5,0.7,,0,0.1,,5.8,2.8,,62.2,68.5,*,49.7,54.2,,0.7,1.4,*,0,0.3,,9.1,8.7,,0,0,,0,0,,2.7,4,,0,0.1,,2.7,3.9,,10850,11317,
Granite Bay CDP,California,630693,City,Sex and Age,23173,Male vs Female Percent,22386,,49,49.2,,51,50.8,,Age Distribution,4.2,4.5,,5.6,8.1,,9.2,9.8,,8.3,9.2,,5.8,3.6,*,4.3,6.5,,12.6,13.4,,18.3,20,,8.3,7.8,,6.4,5.7,,9.6,6.8,*,5.2,3.2,,2.2,1.4,,45,42.2,,74.6,71.5,,70.4,67.6,,20.9,15.1,*,17,11.3,*,17285,16007,,49.1,47.7,,50.9,52.3,,3946,2533,*,46.9,46.3,,53.1,53.7,,Race,23173,22386,,94.3,94.9,,Race Distribution,5.7,5.1,,94.3,94.9,,84.2,87.3,,0.7,0.5,,0.2,1.8,*,N,(X),,N,(X),,N,(X),,N,(X),,6.4,4.2,,2.2,(X),,1.2,(X),,0.8,(X),,0.6,(X),,0.5,(X),,0.8,(X),,0.3,(X),,0,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,3,1,,5.7,5.1,,N,N,,N,N,,N,N,,N,N,,23173,22386,,89.8,92.4,,N,1,,1.1,2.3,,9.9,6.8,,N,0.8,,3,2.2,,Hispanic or Latino,23173,22386,,Hispanic or Latino,7,6.5,,N,N,,N,N,,N,N,,N,N,,93,93.5,,N,83.3,,N,0.5,,N,1.7,,N,4.2,,N,0.1,,N,0.1,,N,3.6,,N,0.1,,N,3.5,,8157,7536,
Hacienda Heights CDP,California,631596,City,Sex and Age,53990,Male vs Female Percent,56253,,47.9,47.7,,52.1,52.3,,Age Distribution,4.8,4.2,,5.4,6.1,,6.7,6.7,,5.6,7.2,*,6.9,7.4,,12.9,11.5,,14,13.2,,12.4,15.7,*,7.6,7.1,,7,6.5,,9.6,7.9,*,5.1,4.9,,2,1.7,,40.8,40.4,,79.2,78,,75.8,73.8,,21.2,17.9,*,16.7,14.5,*,42741,43862,,46.7,46.6,,53.3,53.4,,8998,8130,,42.6,46.9,*,57.4,53.1,*,Race,53990,56253,,97.7,97,,Race Distribution,2.3,3,,97.7,97,,48.4,47.4,,0.8,1.4,,0.7,0.1,*,N,(X),,N,(X),,N,(X),,N,(X),,37.6,36.4,,0.4,(X),,24.5,(X),,2.5,(X),,3.2,(X),,4.5,(X),,1.2,(X),,1.3,(X),,0.6,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,9.6,11.5,,2.3,3,,0.2,0.2,,0.3,0.2,,0.4,0.8,,0,0.5,,53990,56253,,49.9,49.3,,1.3,2.1,,1.1,1,,38.6,37.9,,0.9,0.6,,10.6,12.4,,Hispanic or Latino,53990,56253,,Hispanic or Latino,47.2,44.6,,36.9,38,,0.2,0.6,,0.1,0.2,,10,5.8,*,52.8,55.4,,13,15.4,,0.7,1.4,,0.4,0.1,*,37.3,36.3,,0.6,0.2,,0,0,,0.8,1.9,*,0,0.2,*,0.8,1.7,,16612,17172,
Hanford city,California,631960,City,Sex and Age,54461,Male vs Female Percent,53325,*,48.7,52.8,*,51.3,47.2,*,Age Distribution,7.6,7.9,,9.2,7.9,,9.5,7.8,,7.7,7.7,,6.5,7.2,,14.9,15.8,,12.7,13.6,,11.3,12.7,,5.9,5.1,,4.3,4.3,,5.7,4.9,,3,3.7,,1.8,1.3,,30.9,32,,68.9,71.1,,64,67.5,*,12.7,12.3,,10.5,9.9,,37540,37906,,48.7,53,*,51.3,47,*,5701,5293,,41.2,42.1,,58.8,57.9,,Race,54461,53325,*,95.3,97.2,*,Race Distribution,4.7,2.8,*,95.3,97.2,*,76.5,75.8,,4.2,7.3,*,0.5,0.8,,N,(X),,N,(X),,N,(X),,N,(X),,4.1,4.5,,1.1,(X),,0.4,(X),,2,(X),,0.2,(X),,0,(X),,0.2,(X),,0.2,(X),,0,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,10,8.7,,4.7,2.8,*,1.1,0.4,*,0.9,0.4,,1.3,0.6,,0,0,,54461,53325,*,81,78.4,,5.6,8.1,*,1.5,1.3,,5.6,5.3,,N,N,,11.2,9.9,,Hispanic or Latino,54461,53325,*,Hispanic or Latino,49.8,43.6,*,46.7,40.4,*,0.2,0.1,,0.1,0.2,,2.8,2.9,,50.2,56.4,*,39.4,43.2,*,3.9,7,*,0.1,0.6,,4.1,4.3,,0,0.1,,0.2,0,,2.5,1.3,*,0,0.1,,2.5,1.2,*,18878,18128,
Hawthorne city,California,632548,City,Sex and Age,85597,Male vs Female Percent,84173,*,48.3,48.5,,51.7,51.5,,Age Distribution,7.2,7.7,,7.7,8,,7.8,7.1,,7.6,7.7,,8.7,7.3,,18.2,17.9,,14.1,14.8,,12.3,14.2,*,5.1,4,*,3.9,3.4,,4.9,5,,1.7,2,,0.8,0.8,,30.8,31.6,,72.6,72,,67.8,68,,9.5,9.7,,7.4,7.8,,62129,60621,,46.6,46.9,,53.4,53.1,,6348,6585,,41.2,40.6,,58.8,59.4,,Race,85597,84173,*,93.2,97,*,Race Distribution,6.8,3,*,93.2,97,*,47.8,46.8,,24.2,26.3,,0.2,0.4,,N,(X),,N,(X),,N,(X),,N,(X),,6.5,6.8,,0.7,(X),,0.5,(X),,2.5,(X),,0.3,(X),,0.3,(X),,1.1,(X),,1.1,(X),,1.3,0.6,,N,(X),,N,(X),,N,(X),,N,(X),,13.3,16.1,,6.8,3,*,1.2,0.5,*,1.3,0.2,*,0.7,0.5,,0.8,0.3,,85597,84173,*,53,48.7,*,27.8,27.7,,3.8,1.2,*,7.8,7.8,,1.7,0.8,,14.4,17,,Hispanic or Latino,85597,84173,*,Hispanic or Latino,54.7,53,,36.1,35.1,,0.5,0.8,,0.9,0.4,,17.1,16.7,,45.3,47,,10.9,11.5,,23.6,25.4,,0.1,0.3,,6.3,6.8,,1.3,0.6,,0.3,0.6,,2.9,1.8,*,0.1,0.1,,2.8,1.7,*,30064,30530,
Hayward city,California,633000,City,Sex and Age,149286,Male vs Female Percent,143041,*,48.6,49.6,,51.4,50.4,,Age Distribution,6.7,7.4,,6.4,6.9,,6.2,6.1,,6.7,6.6,,7.9,8,,16.5,16.6,,13.6,15.2,*,13.8,13.7,,6.2,5.7,,4.9,4.3,,5.9,4.9,*,3.7,3.4,,1.5,1.4,,34.8,33.7,,77,75.3,*,72.3,71.7,,13.9,12,*,11.2,9.7,*,114900,107749,*,48.3,49.5,,51.7,50.5,,16671,13807,*,42.5,42.5,,57.5,57.5,,Race,149286,143041,*,93.6,92.9,,Race Distribution,6.4,7.1,,93.6,92.9,,39.1,36.7,,10.9,10.8,,0.7,1.1,,N,(X),,N,(X),,N,(X),,N,(X),,23.7,22.9,,3.4,(X),,4.7,(X),,10.9,(X),,0.5,(X),,0.5,(X),,2.3,(X),,1.3,(X),,2.8,2,*,0.5,(X),,0.1,(X),,0.6,(X),,1.7,(X),,16.3,19.4,*,6.4,7.1,,0.7,0.5,,0.5,0.8,,1.5,1.3,,0.1,0.2,,149286,143041,*,43.4,41.5,,12.9,13,,1.8,2.9,*,26.6,26.5,,3.8,3.5,,18.4,21.2,*,Hispanic or Latino,149286,143041,*,Hispanic or Latino,40.3,40.8,,31.2,31.1,,1.3,1.7,,0.1,0.1,,7.6,8,,59.7,59.2,,19,19.1,,10.3,10.5,,0.3,0.5,,23.5,22.7,,2.7,1.9,,0.1,0.3,,3.9,4.3,,0.3,0.2,,3.6,4.1,,48501,47110,
Hemet city,California,633182,City,Sex and Age,81124,Male vs Female Percent,77642,*,48.2,47.3,,51.8,52.7,,Age Distribution,6.1,7.9,*,8,7.4,,6.5,6.5,,7,7.2,,6.1,5.9,,11.8,11.5,,10,9.8,,11.3,10.2,,5.1,5.3,,5.4,6,,11.1,9.9,,7.9,8.2,,3.8,4.1,,39.5,38.4,,75,73.6,,70.7,69.8,,26,25.5,,22.8,22.3,,60827,57106,*,47.6,46.2,,52.4,53.8,,18521,17278,,42.9,40.9,,57.1,59.1,,Race,81124,77642,*,94.2,95.8,,Race Distribution,5.8,4.2,,94.2,95.8,,68.3,73.8,*,7.7,5.6,,0.7,1.8,,N,(X),,N,(X),,N,(X),,N,(X),,2.8,2.8,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.1,0,,N,(X),,N,(X),,N,(X),,N,(X),,14.6,11.8,,5.8,4.2,,2,1,,1,0.7,,0.8,0.8,,0,0.2,,81124,77642,*,73.8,77.5,*,9.9,7.1,*,2.1,2.9,,4.1,3.8,,0.2,0.2,,16,12.9,,Hispanic or Latino,81124,77642,*,Hispanic or Latino,37.3,36.7,,32.5,33.6,,1.4,0.5,*,0.5,0.1,,2.8,2.5,,62.7,63.3,,48.4,52.3,*,7.1,5.1,,0.5,1,,2.7,2.5,,0.1,0,,0.4,0,*,3.5,2.4,,0,0.1,,3.5,2.3,,35053,34211,
Hercules city,California,633308,City,Sex and Age,24558,Male vs Female Percent,23610,*,45.8,48.6,,54.2,51.4,,Age Distribution,5.2,4.7,,5.7,6.3,,5.2,7,,9.4,8.1,,5.9,7.9,,12.9,13.4,,13.5,13.2,,16.7,16.3,,7.2,8.7,,7.8,5.9,,7.5,4.8,*,2.4,2.9,,0.6,0.9,,38.4,37.3,,77.4,77.5,,73.4,72.7,,15.6,11.6,*,10.5,8.6,*,19017,18287,,45.1,47.2,,54.9,52.8,,2590,2021,*,47.6,43.8,,52.4,56.2,,Race,24558,23610,*,92.4,93.4,,Race Distribution,7.6,6.6,,92.4,93.4,,22.2,31.9,*,21.5,15.1,*,0.4,0.5,,N,(X),,N,(X),,N,(X),,N,(X),,44,43.2,,5.1,(X),,6.8,(X),,26.2,(X),,1.7,(X),,0.5,(X),,1,(X),,2.7,(X),,0.5,0.7,,N,(X),,N,(X),,N,(X),,N,(X),,3.8,2.1,,7.6,6.6,,1.6,1.8,,1.2,0.7,,1.2,1.4,,0.1,0.4,,24558,23610,*,27.6,36.2,*,25.8,18.6,*,2.3,2.2,,47.8,46.3,,1,1.2,,4.4,2.6,,Hispanic or Latino,24558,23610,*,Hispanic or Latino,13.5,13.7,,8.4,10,,0.4,0.5,,0.2,0.3,,4.6,2.9,,86.5,86.3,,14.8,21.2,*,20.6,14.9,*,0.3,0.5,,43.3,42.6,,0.5,0.5,,0.2,0.6,,6.7,6,,0.2,0.3,,6.5,5.7,,8482,8551,
Hesperia city,California,633434,City,Sex and Age,91783,Male vs Female Percent,88387,*,51,48.6,*,49,51.4,*,Age Distribution,7.3,8.9,*,9.1,8.5,,8.5,9,,8.5,10.3,*,6.8,8,,14.2,11.5,*,12.2,12.8,,13.8,12.8,,5.5,5,,4.3,4.5,,6.2,4.7,*,2.8,2.9,,1,1.2,,32,29.1,*,69.7,67.5,*,65.1,61.3,*,12.2,11.3,,9.9,8.8,*,63987,59648,*,50.5,48.5,*,49.5,51.5,*,9112,7765,*,44.4,43.6,,55.6,56.4,,Race,91783,88387,*,96.4,97,,Race Distribution,3.6,3,,96.4,97,,73.7,79.9,*,6.7,5.8,,1.3,1.4,,N,(X),,N,(X),,N,(X),,N,(X),,1.5,2.5,,0.2,(X),,0.1,(X),,0.6,(X),,0.1,(X),,0.1,(X),,0.5,(X),,0.1,(X),,0.2,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,12.9,7.2,*,3.6,3,,0.6,0.6,,0.7,0.6,,0.2,0.5,,0.2,0,,91783,88387,*,76.6,82.4,*,7.9,6.8,,2.5,2.3,,2.1,3.1,,0.5,0.4,,14.5,8.2,*,Hispanic or Latino,91783,88387,*,Hispanic or Latino,48.6,47.3,,43.6,40.9,,0.7,0.1,*,0.3,0.2,,3.9,6.1,*,51.4,52.7,,40.7,42.5,,6.3,5.5,,1,0.3,*,1.5,2.3,,0.2,0.2,,0,0.2,,1.7,1.6,,0.1,0.1,,1.6,1.5,,29246,27650,*
Highland city,California,633588,City,Sex and Age,54020,Male vs Female Percent,52709,*,49,50.4,,51,49.6,,Age Distribution,7.4,8.9,,9.2,9.2,,10.1,10.1,,9,9.5,,7.8,6.4,,13,12.8,,13.1,13.6,,13.8,13.5,,5.8,5,,3.6,3.4,,4.4,4.2,,2,2.8,*,0.8,0.6,,29.3,29.7,,68,65.7,,62.7,61,,9.3,9.2,,7.1,7.5,,36750,34604,*,48.3,48.4,,51.7,51.6,,3861,3979,,47.7,40.3,,52.3,59.7,,Race,54020,52709,*,94.5,95.8,,Race Distribution,5.5,4.2,,94.5,95.8,,57,49.8,*,10.9,9.6,,0.6,0.8,,N,(X),,N,(X),,N,(X),,N,(X),,7.4,7.1,,0.1,(X),,1,(X),,1.4,(X),,0.4,(X),,0.4,(X),,1.8,(X),,2.4,(X),,0,0.5,,N,(X),,N,(X),,N,(X),,N,(X),,18.6,27.9,*,5.5,4.2,,0.6,0.5,,0.9,0.5,,0.8,0.6,,0.1,0.2,,54020,52709,*,62,53.3,*,12.6,10.7,,2.3,1.8,,8.8,8.4,,0.3,0.8,,20.5,29.8,*,Hispanic or Latino,54020,52709,*,Hispanic or Latino,51.2,49.5,,47.2,43.8,,0.6,0.8,,0.1,0.1,,3.2,4.8,,48.8,50.5,,29.3,31,,10.2,9.2,,0.1,0.6,,6.7,6.9,,0,0.5,,0.2,0.1,,2.3,2.2,,0,0.3,,2.3,1.9,,15737,15884,
Hollister city,California,634120,City,Sex and Age,36066,Male vs Female Percent,34643,*,49.5,49.4,,50.5,50.6,,Age Distribution,8.1,7.7,,8.4,8.4,,8.3,9.5,,8.2,8.6,,6.8,6.1,,15.3,15.1,,13.5,14.3,,13.3,14.6,,6.1,4.8,*,4.2,3,*,4.4,4.3,,2.1,3,,1.3,0.6,*,31.8,31.9,,70.2,68.3,*,64.7,64.3,,10.4,9.5,,7.8,7.9,,25301,23668,*,49.5,49,,50.5,51,,2828,2742,,43.2,42.9,,56.8,57.1,,Race,36066,34643,*,95.9,96.9,,Race Distribution,4.1,3.1,,95.9,96.9,,83.4,79.9,,1.6,1,,0.7,1.9,,N,(X),,N,(X),,N,(X),,N,(X),,2.9,3.4,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,7.3,10.7,,4.1,3.1,,0,0.1,,0.8,0.5,,1,0.6,,0,0,,36066,34643,*,86.6,82,*,1.9,1.3,,1.8,2.7,,4.7,5,,0.5,N,,8.7,11.9,,Hispanic or Latino,36066,34643,*,Hispanic or Latino,67.7,63.7,*,63.8,59.4,*,0.4,0.4,,0,0.1,,3.5,3.9,,32.3,36.3,*,26.1,30.1,*,1.3,0.3,*,0.3,0.5,,2.5,3.4,,0,0,,0.1,0.4,,2,1.5,,0,0.2,,2,1.4,,10406,11016,*
Huntington Beach city,California,636000,City,Sex and Age,195094,Male vs Female Percent,189408,*,49.1,48.7,,50.9,51.3,,Age Distribution,4.9,5.4,,5.4,4.9,,5.9,6.2,,5.9,6.3,,6.5,6.2,,13.7,14.1,,13.6,14.5,,16.1,16.1,,6.8,6.5,,5.9,6.1,,8.9,7.5,*,4.4,4.5,,2.2,1.7,*,41.1,39.8,*,80.3,79.5,,76.7,75.9,,18.8,17.4,*,15.5,13.8,*,156667,150506,*,49.3,48.7,,50.7,51.3,,30257,26108,*,44,43.6,,56,56.4,,Race,195094,189408,*,96.2,97.1,*,Race Distribution,3.8,2.9,*,96.2,97.1,*,78,77.9,,0.9,0.7,,0.4,0.4,,N,(X),,N,(X),,N,(X),,N,(X),,11.2,11.2,,0.7,(X),,1.9,(X),,1,(X),,1.7,(X),,0.8,(X),,4.1,(X),,1,(X),,0.3,0.5,,0.1,(X),,0,(X),,0.1,(X),,0.1,(X),,5.5,6.3,,3.8,2.9,*,0.3,0.3,,0.6,0.5,,1.4,1.2,,0,0.1,,195094,189408,*,81.3,80.7,,1.6,1.1,*,1.1,1,,13,12.8,,1,0.9,,6.3,6.8,,Hispanic or Latino,195094,189408,*,Hispanic or Latino,18.4,18.1,,14.1,14.3,,0.4,0.6,,0.3,0.4,,3.6,2.8,,81.6,81.9,,66,67.3,,0.8,0.5,,0.3,0.3,,11.1,11.1,,0.2,0.4,,0.2,0.2,,3,2.2,*,0.3,0.1,*,2.8,2.1,*,77431,78778,
Huntington Park city,California,636056,City,Sex and Age,58654,Male vs Female Percent,58325,*,49.3,48.4,,50.7,51.6,,Age Distribution,9.1,10.1,,8.1,8.8,,7.7,8.5,,8.3,8.4,,9.6,8.5,,16.1,16,,14.3,14.2,,10.8,11.1,,5.1,4.6,,4.3,2.3,*,3.9,4.3,,2.3,2.5,,0.5,0.8,,29.6,28.7,,70.1,67.5,*,64.7,62.4,*,8.9,9,,6.7,7.5,,41144,39355,*,48.2,46.6,,51.8,53.4,,3903,4366,,42.6,39.3,,57.4,60.7,,Race,58654,58325,*,98.7,99.1,,Race Distribution,1.3,0.9,,98.7,99.1,,69.8,63.2,*,0.5,0.5,,0.4,0.7,,N,(X),,N,(X),,N,(X),,N,(X),,0.7,0.8,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.1,0,,N,(X),,N,(X),,N,(X),,N,(X),,27.2,34,*,1.3,0.9,,0.3,0.1,,0.4,0.1,,0,0.1,,0,0,,58654,58325,*,70.9,64.1,*,0.8,0.6,,0.9,0.8,,0.7,0.8,,N,N,,27.9,34.6,*,Hispanic or Latino,58654,58325,*,Hispanic or Latino,97.6,97.8,,81.4,82.3,,0.2,0.3,,1,0.5,,15,14.7,,2.4,2.2,,1.2,N,,0.2,N,,0,N,,0.7,N,,0.1,N,,0.1,N,,0.1,N,,0,N,,0,N,,15273,15045,
Imperial Beach city,California,636294,City,Sex and Age,26847,Male vs Female Percent,26285,*,50.6,51.1,,49.4,48.9,,Age Distribution,8,7.5,,7,7.6,,7.2,5.8,,7.6,9.9,*,10.3,9.6,,17.7,16.8,,10.6,10.6,,12.9,14.9,,5.8,5.3,,3.9,4.2,,3.7,3.7,,3.5,2.6,,1.9,1.4,,30,30.5,,73.4,74.5,,67.4,67,,11.8,9.7,*,9.1,7.7,,19714,19577,,49.4,49.8,,50.6,50.2,,2439,2037,,36.6,41.7,,63.4,58.3,,Race,26847,26285,*,93.9,94.2,,Race Distribution,6.1,5.8,,93.9,94.2,,71.9,73.2,,3.6,5.3,,1.3,0.8,,N,(X),,N,(X),,N,(X),,N,(X),,8.2,8.9,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,1.2,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,7.7,5.9,,6.1,5.8,,1,0.7,,0.2,0.2,,2.5,2,,0,0.1,,26847,26285,*,76.5,77.9,,5.7,6.5,,1.7,1.1,,11.5,11.9,,1.5,1.6,,9.4,7.1,,Hispanic or Latino,26847,26285,*,Hispanic or Latino,49.5,45.9,,45.6,43.5,,1.2,0.8,,0.4,0.2,,2.3,1.4,,50.5,54.1,,34.5,36.9,,3.3,4.8,,0.2,0.3,,7.7,8.6,,1.2,0.2,,0,0,,3.5,3.3,,0,0,,3.5,3.3,,9453,10705,*
