ENTITY_NAME,ENTITY_STATE,ENTITY_FIP_CODE,ENTITY_TYPE,MODULE_SEX_AGE,HC01_VC03,MALE_FEMALE_CDP,HC02_VC03,HC03_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC01_VC05,HC02_VC05,HC03_VC05,AGE_DISTRIBUTION_CDP,HC01_VC08,HC02_VC08,HC03_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC01_VC11,HC02_VC11,HC03_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC01_VC20,HC02_VC20,HC03_VC20,HC01_VC23,HC02_VC23,HC03_VC23,HC01_VC26,HC02_VC26,HC03_VC26,HC01_VC27,HC02_VC27,HC03_VC27,HC01_VC28,HC02_VC28,HC03_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC01_VC32,HC02_VC32,HC03_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC01_VC37,HC02_VC37,HC03_VC37,HC01_VC38,HC02_VC38,HC03_VC38,HC01_VC39,HC02_VC39,HC03_VC39,MODULE_RACE,HC01_VC43,HC02_VC43,HC03_VC43,HC01_VC44,HC02_VC44,HC03_VC44,RACE_DISTRIBUTION_CDP,HC01_VC45,HC02_VC45,HC03_VC45,HC01_VC48,HC02_VC48,HC03_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC01_VC65,HC02_VC65,HC03_VC65,HC01_VC66,HC02_VC66,HC03_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC01_VC69,HC02_VC69,HC03_VC69,HC01_VC70,HC02_VC70,HC03_VC70,HC01_VC71,HC02_VC71,HC03_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC01_VC77,HC02_VC77,HC03_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC01_VC80,HC02_VC80,HC03_VC80,HC01_VC81,HC02_VC81,HC03_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC01_VC83,HC02_VC83,HC03_VC83,MODULE_HISPANIC,HC01_VC87,HC02_VC87,HC03_VC87,HISPANIC_CDP,HC01_VC88,HC02_VC88,HC03_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC01_VC99,HC02_VC99,HC03_VC99,HC01_VC100,HC02_VC100,HC03_VC100,HC01_VC101,HC02_VC101,HC03_VC101,HC01_VC102,HC02_VC102,HC03_VC102,HC01_VC104,HC02_VC104,HC03_VC104
Bellingham,Washington,13380,Metro,Sex and Age,204880,Male vs Female Percent,199400,c,49.5,49.6,,50.5,50.4,,Age Distribution,5.6,5.6,,5.5,5.2,,5.8,6.5,*,7.3,7.9,*,11.1,10.5,*,12.8,12.7,,11.6,12.2,*,12.9,13.8,*,6.8,6.8,,6.5,6,,8.2,7.1,*,4.2,4.2,,1.8,1.7,,36.6,36.5,,79.5,78.9,c,73.7,72.3,*,18,16.2,*,14.2,13,*,162939,157374,c,49.2,49.1,,50.8,50.9,,29173,25840,*,45.7,45.6,,54.3,54.4,,Race,204880,199400,c,96.3,96.4,,Race Distribution,3.7,3.6,,96.3,96.4,,86.4,87.2,,0.9,0.9,,2.8,2.6,,0.1,(X),,0.1,(X),,0,(X),,0,(X),,4,3.7,,0.8,(X),,0.7,(X),,0.7,(X),,0.2,(X),,0.4,(X),,0.6,(X),,0.5,(X),,0.2,0.2,*,0.1,(X),,0,(X),,0,(X),,0.1,(X),,2,1.8,,3.7,3.6,,0.7,0.4,,1,1,,1.3,0.9,*,0,0,,204880,199400,c,89.9,90.4,,1.8,1.6,,4,3.8,*,5.4,5,*,0.5,0.5,,2.3,2.6,,Hispanic or Latino,204880,199400,c,Hispanic or Latino,8.4,7.6,c,6.7,6,*,0.2,0.3,,0.1,0,,1.4,1.4,,91.6,92.4,c,80.8,82.3,*,0.9,0.9,,2.5,2.5,,3.9,3.6,,0.2,0.2,*,0.1,0.1,,3.1,2.8,,0.1,0.1,,3,2.6,,91082,90225,*
Bemidji,Minnesota,13420,Micro,Sex and Age,45431,Male vs Female Percent,44186,c,50.1,50.2,,49.9,49.8,,Age Distribution,7.5,7.4,,6.6,7,,7,6.7,,8.7,8.2,,10,10.3,,12.2,12,,10.2,10.2,,12,13.7,*,6,6.5,,6.3,5.1,*,7.4,7.1,,4,4.5,,2.1,1.4,*,33,33.6,*,74.7,74.8,c,67.6,68.6,*,17.1,15.6,*,13.5,13,*,33959,33046,c,49.3,49.6,,50.7,50.4,,6133,5745,*,46.1,45.4,*,53.9,54.6,*,Race,45431,44186,c,97.4,96.1,*,Race Distribution,2.6,3.9,*,97.4,96.1,*,74.4,75.5,*,0.8,0.8,,21,18.4,*,0.1,(X),,15.2,(X),,0,(X),,0.6,(X),,0.8,0.7,*,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.2,0.6,,N,(X),,N,(X),,N,(X),,N,(X),,0.2,0.2,,2.6,3.9,*,0.5,0.2,,1.7,2.4,,0.2,0.4,,0.1,0.5,,45431,44186,c,77,78.8,*,1.4,1.9,,22.8,21.7,*,1.1,1,,0.2,N,,0.2,0.2,,Hispanic or Latino,45431,44186,c,Hispanic or Latino,1.8,1.7,c,N,N,,N,N,,N,N,,N,N,,98.2,98.3,c,73.8,74.4,*,0.7,0.7,,20.2,18.3,*,0.8,0.7,,0.2,0.6,,0,0,,2.5,3.6,,0,0,,2.5,3.6,,20537,20342,
Bend-Redmond,Oregon,13460,Metro,Sex and Age,162547,Male vs Female Percent,157353,c,49.3,49.5,,50.7,50.5,,Age Distribution,5.7,6.2,*,6.3,6.4,,6.3,6.7,,5.9,6.3,*,5.2,5.2,,12.4,13,*,12.9,13.6,*,13.9,14.6,*,7.7,7.3,,7.1,6.6,,10.2,8.3,*,4.2,4.3,,2.2,1.7,*,41.4,39.7,*,77.7,76.8,*,74.2,73.3,*,20.5,18.2,*,16.6,14.3,*,126324,120838,*,48.9,49,,51.1,51,,26987,22501,*,47.4,46.9,,52.6,53.1,,Race,162547,157353,c,97.4,97.9,,Race Distribution,2.6,2.1,,97.4,97.9,,93,93.5,,0.3,0.3,,0.6,0.9,*,N,(X),,N,(X),,N,(X),,N,(X),,1.3,1.1,,0,(X),,0.1,(X),,0.3,(X),,0.2,(X),,0.4,(X),,0.2,(X),,0.1,(X),,0.1,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,2.1,1.9,,2.6,2.1,,0.3,0.2,*,0.9,0.8,,0.4,0.4,,0,0,,162547,157353,c,95.4,95.4,,0.7,0.7,,1.8,1.8,,1.9,1.6,,0.6,0.4,,2.5,2.4,,Hispanic or Latino,162547,157353,c,Hispanic or Latino,7.6,7.3,c,6.5,6.1,,0.4,0.1,*,0,0.1,,0.7,1,,92.4,92.7,c,88,88.6,*,0.3,0.3,,0.5,0.9,*,1.2,1,,0.1,0.2,,0,0.1,*,2.2,1.6,*,0.2,0,,2,1.6,,80587,79716,*
Bennettsville,South Carolina,13500,Micro,Sex and Age,28205,Male vs Female Percent,29047,c,53.4,53.5,,46.6,46.5,,Age Distribution,5.5,5.8,,5.3,6.9,*,6.4,5.2,,5.9,7.2,*,6.8,5.3,*,13.4,13.9,,14.2,14.6,,14.9,15.3,,6.7,6.9,,6.4,5.7,,8.9,7.8,*,4.7,3.8,*,0.9,1.5,,39.7,39,,79.1,77.9,*,75.2,73.4,*,18,15.8,*,14.5,13.2,*,22319,22629,*,53.6,53.1,*,46.4,46.9,*,4078,3830,*,42.8,42,,57.2,58,,Race,28205,29047,c,97.8,96.4,,Race Distribution,2.2,3.6,,97.8,96.4,,41.2,41.5,,50.2,50.9,,4.7,2.8,*,N,(X),,N,(X),,N,(X),,N,(X),,0.1,0.4,*,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.2,0,,N,(X),,N,(X),,N,(X),,N,(X),,1.4,0.8,*,2.2,3.6,,N,0.7,,N,1.9,,N,0,,N,0.2,,28205,29047,c,42.6,44.5,*,51.6,52.3,*,5.4,5.5,,0.6,0.5,,N,N,,2.1,1.1,*,Hispanic or Latino,28205,29047,c,Hispanic or Latino,3,2.3,*,1.9,N,,0.7,N,,0.1,N,,0.4,N,,97,97.7,*,40,40.5,*,50.1,50.8,,4.4,2.8,*,0.1,0.4,*,0.2,0,,0.1,0,,2.1,3.2,,0.6,0,,1.5,3.2,*,11960,12068,
Bennington,Vermont,13540,Micro,Sex and Age,36709,Male vs Female Percent,37136,c,49.1,48.1,*,50.9,51.9,*,Age Distribution,4.9,5.2,,5.9,5.3,,5.1,5.9,,7,7.4,*,6.1,5.9,,9.4,8.8,*,10.7,11.9,*,15.5,16.4,*,8.2,8,,7.4,6.5,,10.6,9.3,*,6.3,7,,3,2.2,*,45.6,44.5,*,80.3,79.1,*,76.1,74.9,*,24.6,22.5,*,19.8,18.5,*,29495,29358,,47.9,47,*,52.1,53,*,7280,6867,*,44.5,43.8,*,55.5,56.2,*,Race,36709,37136,c,97.6,98.2,*,Race Distribution,2.4,1.8,*,97.6,98.2,*,96.3,96.7,,0.5,0.6,,0.2,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.3,0.8,*,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.4,0.1,,2.4,1.8,*,0.1,N,,1.2,N,,0.8,N,,0.1,N,,36709,37136,c,98.7,98.4,,0.6,1.3,*,1.5,1,*,1.1,0.9,*,N,N,,0.7,0.2,*,Hispanic or Latino,36709,37136,c,Hispanic or Latino,1.6,1.5,c,0.6,N,,0.2,N,,0,N,,0.8,N,,98.4,98.5,c,95,95.6,*,0.5,0.6,,0.2,0,,0.3,0.8,*,0,0,,0.2,0,,2.3,1.4,*,0.1,0.1,,2.2,1.3,*,20868,20893,
Berlin,New Hampshire,13620,Micro,Sex and Age,38392,Male vs Female Percent,39565,c,51,50.4,*,49,49.6,*,Age Distribution,4.1,4.3,*,4.2,5.4,*,6,5.5,,5.6,6.1,*,4.7,4.5,*,9.4,9.4,,11.7,13.1,*,16.4,17,*,8.9,8.7,,8.3,7,*,11.4,9.9,*,6.4,5.8,,2.9,3.4,,47.9,46,*,82,80.7,*,79.3,77.8,*,25.4,23,*,20.7,19.1,*,31463,31941,*,50.7,50.3,,49.3,49.7,,7944,7548,*,46.9,45.4,*,53.1,54.6,*,Race,38392,39565,c,98.6,98.8,,Race Distribution,1.4,1.2,,98.6,98.8,,96.6,97,,0.7,0.7,,0.6,0.2,*,N,(X),,N,(X),,N,(X),,N,(X),,0.3,0.5,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.4,0.4,,1.4,1.2,,0.2,0.1,,0.5,0.7,*,0.4,0.3,,0,0,,38392,39565,c,98,98.2,,1,0.8,,1.1,1,,0.8,0.8,,N,N,,0.6,0.4,,Hispanic or Latino,38392,39565,c,Hispanic or Latino,1.4,1.1,*,0.1,N,,0.4,N,,0.3,N,,0.6,N,,98.6,98.9,*,95.7,96.3,*,0.6,0.7,,0.6,0.2,*,0.3,0.5,,0,0,,0.1,0.1,,1.3,1.1,,0.1,0,,1.2,1.1,,26228,26221,
Big Rapids,Michigan,13660,Micro,Sex and Age,43198,Male vs Female Percent,42712,c,50.1,50.8,*,49.9,49.2,*,Age Distribution,4.9,5.1,,4.4,5.9,*,6.5,5.4,*,10.5,10.4,,13.5,13.9,,10.4,10.2,,9.1,10.3,,12.1,11.9,,6,6,,6.5,5.8,,9.3,8.8,*,4.6,5,,1.9,1.3,*,34.6,34.1,,80.6,80,*,69.3,70.3,,19.5,18.6,*,15.9,15.1,*,34805,34149,*,49.8,50.5,*,50.2,49.5,*,6865,6467,*,45.6,45.4,,54.4,54.6,,Race,43198,42712,c,97.3,98,*,Race Distribution,2.7,2,*,97.3,98,*,93,94.1,*,2.8,2.8,,0.5,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,0.6,0.6,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.1,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.2,0.2,,2.7,2,*,1,0.3,*,0.9,1,,0.3,0.2,,0,0,,43198,42712,c,95.6,95.9,,4,3.4,*,1.6,1.6,,1.1,0.9,*,0.2,N,,0.4,0.3,,Hispanic or Latino,43198,42712,c,Hispanic or Latino,2,1.8,c,N,1.1,,N,0.2,,N,0,,N,0.5,,98,98.2,c,91.8,92.7,*,2.8,2.8,,0.5,0.3,,0.6,0.6,,0.1,0,,0,0,,2.2,1.8,,0,0,,2.2,1.8,,21005,21173,
Big Spring,Texas,13700,Micro,Sex and Age,36678,Male vs Female Percent,34759,*,56.6,57.9,*,43.4,42.1,*,Age Distribution,6.2,6.7,*,7,6.4,,5.3,5.5,,6.6,5.9,,7.4,6.2,*,14.3,15.3,,14.3,14.7,,14.2,15.2,,6.2,6.4,,5.4,4.3,*,6.8,7.6,*,4.5,4.4,,1.8,1.3,,37.1,38.2,*,77.9,77,*,73.2,74.5,*,16.1,15.6,,13,13.3,,28566,26777,*,57.8,58.9,*,42.2,41.1,*,4781,4638,,47.1,45.2,,52.9,54.8,,Race,36678,34759,*,97.5,94.6,*,Race Distribution,2.5,5.4,*,97.5,94.6,*,83,67.6,*,6.2,5.4,,1.2,0.6,*,N,(X),,N,(X),,N,(X),,N,(X),,0.4,0.9,*,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.7,0,,N,(X),,N,(X),,N,(X),,N,(X),,5.9,20,*,2.5,5.4,*,0.5,0.9,,0.7,0.7,,0.1,0.1,,0.1,0.1,,36678,34759,*,85.3,71.9,*,6.9,7,,2.3,2.4,,0.5,1.4,*,N,N,,7,23.4,*,Hispanic or Latino,36678,34759,*,Hispanic or Latino,38.8,37.7,*,35,33.1,,0.5,0.1,*,0.2,0.4,,3.1,4.1,,61.2,62.3,*,53,53.7,*,5.4,5.2,,0.6,0.3,*,0.4,0.9,*,0.7,0,,0,0.2,,1,2,*,0.1,0.3,,0.9,1.7,*,13635,13185,*
Billings,Montana,13740,Metro,Sex and Age,163042,Male vs Female Percent,156412,*,48.8,48.8,,51.2,51.2,,Age Distribution,6.3,6.7,*,6.8,6.6,,6.2,6.3,,6.1,6.5,*,6.1,6.1,,13.2,13.3,,12.1,12.3,,14.1,15.4,*,7.1,7.2,,6.7,5.6,*,8,7.3,*,4.7,4.9,,2.3,2,*,39,39,,76.9,76.5,*,73,72.9,,18.9,17.3,*,15.1,14.2,*,125313,119643,*,48.5,48.4,,51.5,51.6,,24539,22218,*,44.1,43.3,*,55.9,56.7,*,Race,163042,156412,*,97.6,98,,Race Distribution,2.4,2,,97.6,98,,90.7,91.3,,0.8,0.6,,3.9,3.7,,0,(X),,0.2,(X),,0,(X),,0.3,(X),,0.8,0.8,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.1,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,1.4,1.6,,2.4,2,,0.4,0.4,,1.3,1,,0.3,0.2,,0.1,0,,163042,156412,*,93,93.3,,1.4,1.1,*,5.5,4.8,*,1.1,1,,0.2,0.1,,1.4,1.9,,Hispanic or Latino,163042,156412,*,Hispanic or Latino,4.9,4.5,*,3.8,3.6,,0.3,0.2,,0,0,,0.8,0.7,,95.1,95.5,*,88.1,88.6,*,0.7,0.5,,3.6,3.7,,0.7,0.8,,0.1,0.1,,0,0.1,,1.9,1.7,,0,0.1,,1.9,1.7,,71653,69680,*
Binghamton,New York,13780,Metro,Sex and Age,248935,Male vs Female Percent,252006,c,49.1,49,,50.9,51,,Age Distribution,5.1,5.3,*,5.8,5.6,,5.7,6.1,*,7.7,7.9,,8.5,8.1,*,11.3,10.9,*,10.8,11.7,*,14.7,15.8,*,7.1,6.7,*,6.3,5.8,*,8.6,7.9,*,5.8,5.7,,2.6,2.5,,40.7,40.5,,79.7,78.9,*,73.4,73,,20.8,19.5,*,17,16.1,*,198318,198869,*,48.5,48.5,,51.5,51.5,,42277,40653,*,42.9,42.1,*,57.1,57.9,*,Race,248935,252006,c,98,97.9,,Race Distribution,2,2.1,,98,97.9,,89.5,90.4,*,4.2,3.6,*,0.3,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,3.2,2.8,*,0.9,(X),,1,(X),,0.2,(X),,0,(X),,0.3,(X),,0.2,(X),,0.5,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.9,0.8,,2,2.1,,1,1.1,,0.3,0.3,,0.4,0.5,,0,0.1,,248935,252006,c,91.3,92.3,*,5.3,4.8,*,0.7,0.7,,3.7,3.4,*,0,N,,1,0.9,,Hispanic or Latino,248935,252006,c,Hispanic or Latino,3.2,2.9,c,0.5,0.4,,1.6,1.4,,0.1,0.1,,1,1.1,,96.8,97.1,c,87.6,88.5,*,3.8,3.5,*,0.2,0.2,,3.1,2.8,*,0,0,,0.2,0.1,,1.9,1.9,,0.1,0.1,,1.8,1.8,,112048,112644,
Birmingham-Hoover,Alabama,13820,Metro,Sex and Age,1135513,Male vs Female Percent,1123783,c,48.2,48.3,*,51.8,51.7,*,Age Distribution,6.5,6.6,*,6.4,6.7,*,6.8,6.5,*,6.4,6.7,*,6.4,6.4,,13.7,13.8,*,13.3,13.6,*,14,14.7,*,6.8,6.5,*,6.1,5.5,*,7.7,7,*,4.2,4.3,,1.7,1.6,,38.1,37.4,*,76.4,76,*,72.8,72.1,*,17.2,15.9,*,13.6,12.9,*,867788,854192,*,47.3,47.3,*,52.7,52.7,*,154890,144560,*,42,41.3,*,58,58.7,*,Race,1135513,1123783,c,98.8,99.1,*,Race Distribution,1.2,0.9,*,98.8,99.1,*,66.8,67.7,*,28.5,28.3,*,0.3,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,1.3,1.2,*,0.4,(X),,0.3,(X),,0.1,(X),,0,(X),,0.1,(X),,0.2,(X),,0.1,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,2,1.6,*,1.2,0.9,*,0.4,0.3,*,0.4,0.4,,0.2,0.1,,0.1,0,*,1135513,1123783,c,67.8,68.6,*,29.1,28.6,*,0.7,0.7,,1.5,1.4,*,0,0,,2.1,1.7,*,Hispanic or Latino,1135513,1123783,c,Hispanic or Latino,4.4,4.1,*,3.3,3.2,,0.2,0.1,*,0.1,0.1,,0.8,0.7,,95.6,95.9,*,64.5,65.3,*,28.4,28.2,*,0.2,0.2,,1.3,1.2,*,0,0,,0.1,0.1,,1.1,0.9,*,0,0,,1,0.8,*,501800,499407,*
Bismarck,North Dakota,13900,Metro,Sex and Age,120346,Male vs Female Percent,107268,*,49.5,49.3,,50.5,50.7,,Age Distribution,6.9,6.7,,6.9,6.1,*,5.7,6.3,,6.5,6.8,,7.1,6.9,,14.6,13.7,*,11.8,12.2,*,13.8,15.3,*,6.8,6.8,,6.2,5.5,*,7.2,6.7,*,4.3,4.9,*,2.3,2.1,,36.6,38.5,*,76.9,77.1,*,72.6,72.8,,17.1,17,,13.8,13.8,,92537,82665,*,49.1,48.9,,50.9,51.1,,16586,14753,*,43.5,42.5,*,56.5,57.5,*,Race,120346,107268,*,98.2,98.1,,Race Distribution,1.8,1.9,,98.2,98.1,,90,93.6,*,0.7,0.4,,6.7,3.6,*,0,(X),,0.8,(X),,0,(X),,4.3,(X),,0.4,0.4,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.4,0.1,*,1.8,1.9,,0.3,0.4,,0.9,1.1,,0.1,0.3,*,0,0,,120346,107268,*,91.7,95.5,*,1,0.8,,7.7,4.6,*,0.7,0.7,,0.3,N,,0.6,0.1,*,Hispanic or Latino,120346,107268,*,Hispanic or Latino,1.7,1.2,*,1.2,N,,0.1,N,,0.1,N,,0.4,N,,98.3,98.8,*,89,92.7,*,0.6,0.3,*,6.6,3.5,*,0.4,0.4,,0,0,,0,0,,1.6,1.8,,0,0,,1.6,1.8,,52208,47289,*
Blackfoot,Idaho,13940,Micro,Sex and Age,45534,Male vs Female Percent,45090,c,50.2,50.2,,49.8,49.8,,Age Distribution,9,9.7,*,9.2,9.7,,9,8.4,,7.7,8.7,*,5.7,6,,12.1,12,,11.8,11.5,,12.3,12.5,,6.2,6.3,,4.7,3.9,,7,6.5,*,3.9,3.2,*,1.5,1.6,,32.8,31.4,*,67.8,66.8,*,63.7,62.3,*,15.4,13.6,*,12.5,11.4,*,30875,30116,*,49.8,49.8,,50.2,50.2,,5672,5118,*,48.4,47.3,,51.6,52.7,,Race,45534,45090,c,97.3,97.7,,Race Distribution,2.7,2.3,,97.3,97.7,,87.8,87.2,,0.3,0,*,4.9,6.2,*,N,(X),,N,(X),,N,(X),,N,(X),,0.6,0.7,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.1,0,,N,(X),,N,(X),,N,(X),,N,(X),,3.7,3.6,,2.7,2.3,,0.2,N,,1.7,N,,0.1,N,,0,N,,45534,45090,c,90.3,89.5,,0.5,N,,7,7.8,*,1.2,1,,0.2,N,,3.9,4,,Hispanic or Latino,45534,45090,c,Hispanic or Latino,17.5,16.9,c,N,N,,N,N,,N,N,,N,N,,82.5,83.1,c,74.8,75.3,*,0.3,0,*,4.6,5.7,*,0.6,0.7,,0.1,0,,0.1,0.1,,2.1,1.4,,0,0,,2.1,1.4,,16127,16068,
Blacksburg-Christiansburg-Radford,Virginia,13980,Metro,Sex and Age,179439,Male vs Female Percent,162301,*,50.2,50.4,,49.8,49.6,,Age Distribution,4.5,4.6,,4.9,4.8,,4.6,4.8,,9.8,12.8,*,16,15.6,,11.8,11.6,,11.2,11.4,,12,11.9,,5.7,5.4,,5.8,5.2,*,8,6.8,*,3.8,3.8,,1.9,1.5,*,33.4,31.1,*,83.1,83,,72.1,68.7,*,17,15.1,*,13.7,12.1,*,149058,134663,*,49.7,50.5,*,50.3,49.5,*,24555,19577,*,43.9,42.9,*,56.1,57.1,*,Race,179439,162301,*,98.4,98.4,,Race Distribution,1.6,1.6,,98.4,98.4,,89.8,89.7,,4.5,4.1,,0.2,0.1,*,N,(X),,N,(X),,N,(X),,N,(X),,3.3,3.7,*,0.7,(X),,1.2,(X),,0.2,(X),,0.2,(X),,0.5,(X),,0.2,(X),,0.3,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.5,0.8,,1.6,1.6,,0.5,0.6,,0.2,0.3,,0.4,0.4,,0,0,,179439,162301,*,91.2,91.1,,5.2,4.8,,0.7,0.5,*,3.9,4.3,*,0.1,0.1,,0.7,0.9,,Hispanic or Latino,179439,162301,*,Hispanic or Latino,2.4,2.2,,0.7,0.8,,0.3,0.2,,0.1,0.1,,1.2,1.1,,97.6,97.8,,88,88.4,,4.4,4,,0.2,0.1,*,3.3,3.7,,0,0,,0.3,0.2,,1.3,1.5,,0,0,,1.3,1.5,,79310,70386,*
Bloomington,Indiana,14020,Metro,Sex and Age,162519,Male vs Female Percent,191058,c,49.7,49.7,,50.3,50.3,,Age Distribution,4.7,5,*,4.8,4.8,,4.8,5.3,*,10.2,10.7,,18.6,15.4,*,13.5,13.3,,10.5,11.1,*,11.1,12.3,*,5.8,5.5,,4.7,4.9,,6.4,6.2,*,3.5,4,*,1.5,1.4,,29.7,31.1,*,83.1,81.6,*,70.7,70,,14,14.3,,11.4,11.6,*,134997,155867,*,49.5,49.3,,50.5,50.7,,18551,22132,*,43.7,43.4,,56.3,56.6,,Race,162519,191058,c,97.4,98.7,*,Race Distribution,2.6,1.3,*,97.4,98.7,*,88.5,91,*,2.5,2.7,,0.4,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,5.1,3.8,*,0.5,(X),,2.6,(X),,0.2,(X),,0.3,(X),,0.8,(X),,0.1,(X),,0.6,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.8,0.8,,2.6,1.3,*,1,0.3,*,0.5,0.3,,0.7,0.4,*,0.2,0,,162519,191058,c,90.9,92.3,*,3.7,3.1,*,1,0.7,,5.9,4.3,*,0.1,N,,1,1,,Hispanic or Latino,162519,191058,c,Hispanic or Latino,2.8,2.3,c,1.4,1.4,,0.4,0.1,*,0.3,0.1,*,0.8,0.7,,97.2,97.7,c,86.8,89.4,*,2.5,2.6,,0.2,0.3,,5.1,3.8,*,0,0,,0.2,0.3,,2.4,1.2,*,0,0.1,,2.4,1.1,*,69325,84216,*
Bloomsburg-Berwick,Pennsylvania,14100,Metro,Sex and Age,85322,Male vs Female Percent,85224,c,48,47.5,*,52,52.5,*,Age Distribution,4.9,5,,4.8,5.1,,5.6,5.5,,8.3,8.7,*,9.6,9.2,,10.6,10.2,*,11.3,12,*,14.2,14.9,*,7.2,7.3,,6.6,5.6,*,8.9,8.1,*,5.5,6,*,2.8,2.2,*,41.1,40.3,*,81.2,80.5,*,73.7,73.5,,21,19.5,*,17.1,16.4,*,69273,68602,*,47.1,46.7,,52.9,53.3,,14591,13958,*,42,41.5,*,58,58.5,*,Race,85322,85224,c,99.3,98.7,*,Race Distribution,0.7,1.3,*,99.3,98.7,*,95.5,96.1,*,1.9,1.2,*,0.1,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,1.5,1,*,0.5,(X),,0.3,(X),,0.1,(X),,0,(X),,0.1,(X),,0,(X),,0.4,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.4,0.3,,0.7,1.3,*,0.2,0.3,,0.2,0.3,,0.1,0.1,,0,0.4,*,85322,85224,c,96.1,96.9,*,2.1,2.1,,0.4,0.9,*,1.5,1.2,*,N,N,,0.6,0.4,,Hispanic or Latino,85322,85224,c,Hispanic or Latino,2.3,1.9,c,1,0.3,*,0.6,0.9,,0.2,0,,0.5,0.7,,97.7,98.1,c,93.7,94.4,*,1.9,1.2,*,0.1,0.1,,1.5,1,*,0,0,,0,0.1,*,0.5,1.2,*,0,0,,0.5,1.2,*,37491,37367,
